id	_vascanTaxonID	_languageName	vernacularName
492	4711	Cree	mascakēs
492	4711	Cree	masīkīsk
492	4711	Cree	māsikīskāsiht
492	4711	Malecite	ka'gsgos
492	4711	Montagnais	masi'ck
492	4711	Montagnais	mâshtshîshk
492	4711	Ojibwa	gi'jikan'dûg
492	4711	Algonquian	kizek
492	4711	Algonquian	kiskens
492	4711	Algonquian	kisgens
492	4711	Algonquian	songup
492	4711	Algonquian	kizigantic
492	4711	Chippewa	kishig
492	4711	Abenaki	malan'dak
492	4711	Abenaki	môlôdagw
493	4712	English	western red cedar
493	4712	English	gian arborvitae
493	4712	French	thuya géant
493	4712	French	cèdre de l'ouest
494	9311	English	false miterwort
494	9311	French	tiarelle cordifoliée
494	9311	Malecite	siskwimi'nuk
495	6640	English	basswood
495	6640	English	whitewood
495	6640	French	tilleul d'Amérique
495	6640	French	bois blanc
495	6640	Malecite	wikpi/mus
496		English	poison ivy
496		French	herbe à puce
496		Ojibwa	anîmîki'bûg
497		English	diamond willow fungus
497		French	tramète parfumée
497		Cree	wiy(h)kimāsiygan
498	25634	English	star anemone
498	25634	French	trientale boréale
499	5921	English	alsike clover
499	5921	French	trèfle hybride
499	5921	French	trèfle Alsike
499	5921	Cree	moostos mechewin
499	5921	Dene	ligàz'à
500	5929	English	red clover
500	5929	French	trèfle des prés
500	5929	French	trèfle rouge
501	6348	English	seaside arrow-grass
501	6348	French	troscart maritime
501	6348	French	faux jonc
501	6348	Cree	minahikos
502	6656	English	bethroot
502	6656	English	red trillium
502	6656	French	trille dressé
502	6656	French	trille rouge
502	6656	Abenaki	dzidziz
503	6658	English	white trillium
503	6658	French	trille blanc
503	6658	French	trille grandiflore
503	6658	Ojibwa	inĭ'nĭwĭn'dĭbĭge'gûn
504	6663	English	painted trillium
504	6663	French	trille ondulé
504	6663	Atikamekw	penadamabaskw
505	4243	English	horse gentian
505	4243	French	trioste orangé
505	4243	Ojibwa	moninswan
506	7202	English	eastern hemlock
506	7202	French	prûche
506	7202	Malecite	ksiusk
506	7202	Ojibwa	gaga'gimĭc
506	7202	Abenaki	al'nézité
507	9421	English	cat-tail flag
507	9421	French	quenouille
507	9421	Malecite	ba'ziask
508	9422	English	cattail
508	9422	French	massette
508	9422	French	quenouille
508	9422	Cree	otawuskwa
508	9422	Cree	ōtawaskwa
508	9422	Cree	ā(h)towusk
508	9422	Cree	wahōtāhuk
508	9422	Cree	pāsīhkan
508	9422	Malecite	segidebigakde'gil
508	9422	Dene	tl'okàwhi
508	9422	Chipewyan	tlh'oghk'a
509	9424	English	American elm
509	9424	French	orme d'Amérique
510	9430	English	slippery elm
510	9430	French	orme rouge
510	9430	Ojibwa	ah-nib
510	9430	Ojibwa	gawa'komĭc
511		English	lichen
511		French	tripe de roche
511		Atikamekw	asinewakunik
512		English	rock tripe
512		Chipewyan	thets'ín.
512		Cree	asinīwāhkona
512		Cree	wakoonak
512		Cree	asinīwākon
512		Dene	kwechį
513	9438	English	nettle
513	9438	French	ortie élevée
513	9438	Ojibwa	masan
513	9438	Ojibwa	ma'zana'tĭg
513	9438	Ojibwa	
513	9438	Abenaki	katsékô'sag
514	9439	English	stinging nettle
514	9439	French	ortie
514	9439	Cree	masān
514	9439	Cree	musān
514	9439	Cree	musanusk
514	9439	Cree	assan
514	9439	Cree	masānah
515		Cree	miyapakwan
515		Cree	mithapakonuk
516		English	old man's beard moss
516		Cree	mithāpākwan
517	6506	English	bladderwort
517	6506	French	utriculaire commune
518	4597	English	large flowered bellwort
518	4597	French	uvulaire grandiflore
518	4597	Ojibwa	wesawabi'kwonêk
519	5566	English	late sweet blueberry
519	5566	English	low-bush blueberry
519	5566	French	airelle à feuilles étroites
519	5566	French	bleuet
519	5566	Ojibwa	mînûga'wunj
519	5566	Ojibwa	mĭna'aga'wûnj
520	5571	English	cranberry
520	5571	French	airelle à gros fruits
520	5571	French	gros atocas
521	5573	English	blueberry
521	5573	English	bilberry
521	5573	English	whortle berry
521	5573	English	huckleberry
521	5573	French	airelle fausse-myrtille
521	5573	French	bleuet
521	5573	Cree	inimena
521	5573	Cree	īyinimin
521	5573	Cree	iynimin
521	5573	Cree	ithīnīmina
521	5573	Cree	sīpīkōmin
521	5573	Chipewyan	ts'anlhchoth
522		English	cranberry
522		French	canneberge
522		French	atocas
522		Ojibwa	mûcki'mûnj
523	5582	English	alpine bilberry
523	5582	English	bog blueberry
523	5582	French	airelle des marécages
523	5582	Dene	jàk zheii
524	5583	English	bog cranberry
524	5583	English	cowberry
524	5583	English	lingonberry
524	5583	French	airelle vigne d'Ida
524	5583	French	berris
524	5583	French	graines rouges
524	5583	Cree	wesakemina
524	5583	Cree	wīsaki(h)min
524	5583	Cree	wiysukiymin
524	5583	Montagnais	uîshatshiminânakashî
524	5583	Dene	natl'at
524	5583	Chipewyan	nantlh'ër
525	9447	English	northern valerian
525	9447	French	valériane
525	9447	Cree	upistagiwasus
525	9447	Cree	apiscisakōwaskwos
525	9447	Cree	apiscakāwaskwos
525	9447	Cree	apisichīsakwasosuk
525	9447	Cree	apiscīsakwīwaskwos
525	9447	Cree	āpisagiywuskos
526	21480	English	northern valerian
526	21480	English	wood valerian
526	21480	French	valériane nordique
526	21480	Cree	apiscīsakwīwaskwos
527	6665	English	false or indian hellebore
527	6665	French	vérâtre vert
527	6665	French	tabac du diable
527	6665	French	hellébore
528	9330	English	mullein
528	9330	French	molène vulgaire
528	9330	French	tabac du diable
528	9330	Malecite	tcuglsia'sihonel
528	9330	Abenaki	mandando'hibag
529	9462	English	blue vervain
529	9462	French	verveine hastée
530	7348	English	culver's root
530	7348	French	véronique de Virginie
530	7348	Ojibwa	wi'sŏgedzhi'wik
530	7348	Ojibwa	wi'sûgidji'bĭk
531	2443	English	mapleleaf viburnum
531	2443	French	viorne à feuilles d'érable
531	2443	Ojibwa	anib'
532	2444	English	pembina
532	2444	English	squashberry
532	2444	English	mooseberry
532	2444	English	low bush-cranberry
532	2444	English	
532	2444	French	viorne comestible
532	2444	French	pimbina
532	2444	Cree	moosomina
532	2444	Cree	mōsomina
532	2444	Cree	moosominahtik
532	2444	Cree	mōsōminā(h)tik
532	2444	Chipewyan	deníjíé
533	2446	English	hobblebush
533	2446	French	viorne à feuilles d'aulne
533	2446	French	bois d'orignal
533	2446	Atikamekw	mistatiteminatuk
534	2447	English	sheepberry
534	2447	English	nannyberry
534	2447	English	
534	2447	French	viorne lentago
534	2447	French	alisier
534	2447	French	bourdaine
534	2447	Ojibwa	teta-minan
534	2447	Ojibwa	atîte'
535	2451	English	cranberries
535	2451	English	flat seed berries
535	2451	English	moose berry
535	2451	French	viorne obier
536		English	Bush cran berry
536		French	viorne trilobée
536		Cree	nepiminana
536		Cree	nīpiminān
536		Ojibwa	a'nibîmî'nûga'wûck
537		English	stag-bush sloe
537		French	viorne à feuilles de cerisier
538	9476	English	field pansy
538	9476	French	violette de Rafinesque
539	9482	English	Canada violet
539	9482	French	violette du Canada
539	9482	Ojibwa	maskwī'widzhī'wiko'kŏk
540	9491	English	American dog violet
540	9491	English	alpine violet
540	9491	French	violette du Labrador
540	9491	Ojibwa	wewaîe'bûgûg
541	9512	English	downy yellow violet
541	9512	French	violette pubescente
541	9512	Ojibwa	ogitē'waguns
542	1823	English	wild grape
542	1823	French	vigne sauvage
542	1823	Ojibwa	šiwi-min
543	9545	English	frost grape
543	9545	English	river-bank grape
543	9545	French	vigne des renards
543	9545	Ojibwa	ci'wî mînûn
543	9545	Ojibwa	jo'mĭnaga'wûnj
544	9041	English	prickly ash
544	9041	French	clavalier d'Amérique
544	9041	French	frêne épineux
544	9041	Ojibwa	dagawak-mins
544	9041	Ojibwa	gawa'komĭc
545	8026	English	wildrice
545	8026	French	zizanie aquatique
545	8026	French	folle avoine
545	8026	French	riz sauvage
545	8026	Ojibwa	manomin
