id	_vascanTaxonID	_languageName	vernacularName
1	7159	English	balsam fir
1	7159	French	sapin baumier
1	7159	Cree	pikew-ahtik
1	7159	Cree	nupukasik
1	7159	Cree	pīkowāhtik
1	7159	Cree	napakāsīt
1	7159	Cree	nāpukasītuk
1	7159	Cree	nāpukasī
1	7159	Malecite	sta'kwin
1	7159	Ojibwa	a'ninandak'
1	7159	Ojibwa	ini'nandŏk
1	7159	Ojibwa	ne-naig-wah-dayg
1	7159	Ojibwa	jîngo'b
1	7159	Abenaki	kokôkwank
1	7159	Atikamekw	cigubi
1	7159	Atikamekw	irimucit
1	7159	Innu	ilnasht
1	7159	Innu	innâsht
2	7162	English	subalpine fir
2	7162	French	sapin subalpin
2	7162	Dene	tsutsi
3	9206	English	box elder
3	9206	French	érable négondo
3	9206	French	érable à Giguère
3	9206	Ojibwa	adjagobi'mûk
4	9207	English	black maple
4	9207	French	érable noir
4	9207	Ojibwa	ishig'omeaush'
5		English	moosewood
5		English	striped maple
5		French	érable de Pennsylvanie
5		French	bois barré
5		French	bois d'orignal
5		Ojibwa	mōn'zomĭsh'
5		Abenaki	onsé'gakuk
6	9212	English	red maple
6	9212	French	érable rouge
6	9212	Ojibwa	cicigîme'wîc
7	9213	English	silver maple
7	9213	English	soft maple
7	9213	English	
7	9213	French	érable argenté
7	9213	Ojibwa	innīnâ'tik
7	9213	Ojibwa	sigme-winš
8	9214	English	sugar maple
8	9214	French	érable à sucre
8	9214	Ojibwa	a'nina'tĭg
9	9215	English	mountain maple
9	9215	French	érable à épis
9	9215	Malecite	malsuna'u
9	9215	Ojibwa	cacagobi'mûk
9	9215	Atikamekw	webanatuk
10	2768	English	yarrow
10	2768	English	milfoil
10	2768	French	achillée millefeuille
10	2768	French	herbe à dindes
10	2768	Cree	wapunewusk
10	2768	Cree	wapanowask
10	2768	Cree	wapānaskiy(h)k
10	2768	Cree	astēskotawān
10	2768	Cree	astawēskōtawan
10	2768	Cree	miskigonimaski
10	2768	Cree	oskānīmaskīgī
10	2768	Cree	osgunīmasgigah
10	2768	Cree	wīpōwānīwisikwān
10	2768	Cree	kāwāpistikwānīkāpawik
10	2768	Cree	āmowask
10	2768	Chipewyan	t'a'nchaydelgai
10	2768	Malecite	sa'pagol
10	2768	Ojibwa	a'djidamo'wano
10	2768	Ojibwa	adjidamo'anûk
10	2768	Abenaki	namahiba'go
10	2768	Atikamekw	teskwemaskiki
10	2768	Montagnais	kâuâpishtukuâniâshiti tshishiteu-nîpîsha
10	2768	Dene	at''àn dagàii
11	10240	English	boreal yarrow
11	10240	English	Siberian yarrow
11	10240	French	achillée laineuse
11	10240	Dene	at''àn dagàu
12	2765	English	western yarrow
12	2765	French	achillée laineuse
12	2765	Cree	wīcipōwānīwistikwān
12	2765	Cree	kāwāpistikwānīkāpawik
12	2765	Ojibwa	wa'bîgwûn
13		English	Siberian yarrow
13		French	achillée de Sibérie
13		Cree	wīcipōwānīwistikwān
13		Cree	kāwāpistikwānīkāpawik
13		Cree	āmowask
14	22315	English	Alaska wild rhubarb
14	22315	Dene	renouée d'Alaska (Fr.)ts'u gyùu
15	2432	English	American sweetflag
15	2432	French	acore d'Amérique
16	2433	English	sweet flag
16	2433	French	acorus roseau
16	2433	French	belle-angélique
16	2433	Chippewa	wika
16	2433	Cree	wachuskomechiwin
16	2433	Cree	wachuskowmiytsuwin
16	2433	Cree	wacaskōmīcowin
16	2433	Cree	wacaskwatapih
16	2433	Cree	wiy(h)kiyuw
16	2433	Cree	wihkes
16	2433	Cree	wīhkes
16	2433	Cree	wihkis
16	2433	Chipewyan	dzëñni
16	2433	Malecite	kiuhu'ziwazas
16	2433	Ojibwa	wiikansh
16	2433	Ojibwa	na'bûgûck
16	2433	Ojibwa	wikĕn'
16	2433	Ojibwa	na'bugûck'
16	2433	Abenaki	môskwas'wask
17	8409	English	white baneberry
17	8409	French	actée à gros pédicelles
17	8409	Ojibwa	wapkadak
18	19498	English	cohosh root
18	19498	French	cimicaire à grappes
19	8412	English	red baneberry
19	8412	French	actée rouge
19	8412	French	poison de couleuvre
19	8412	Cree	maskōminānātik
19	8412	Ojibwa	odzī'bĭkĕns'
19	8412	Ojibwa	wi'cosidji'bĭk
19	8412	Ojibwa	wîckobidji'bîk
20	8382	English	maidenhair fern
20	8382	French	adiante pédalé
20	8382	French	capillaire du Canada
21	6351	English	giant hyssop
21	6351	French	agastache fenouil
21	6351	Cree	kā-wīkīpakahk
21	6351	Ojibwa	weza'wûnûckwûk'
22	8601	English	agrimony
22	8601	French	aigremoine à sépales crochus
22	8601	Ojibwa	saga'tîgans
23	9398	English	unicorn root
23	9398	English	colicroot
23	9398	French	alétris farineux
24	9875	English	broad-leaved water plantain
24	9875	French	alisma commun
24	9875	Cree	mitīhīmaskīhkīh
25	2490	English	wild onion
25	2490	French	ail étoilé
25	2490	Ojibwa	mûckode'cigaga'wûnj
26	2493	English	wild leek
26	2493	French	ail des bois
26	2493	Ojibwa	siga'gawûnj'
27	3675	English	speckled alder
27	3675	English	mountain alder
27	3675	French	aulne rugueux
27	3675	Ojibwa	wadûb'
27	3675	Ojibwa	wado'bîn
27	3675	Abenaki	mithkwatō(h)spī
27	3675	Abenaki	atōspī
27	3675	Abenaki	oto'pé
27	3675	Abenaki	wdopi
27	3675	Montagnais	atûshpî
28	3679	English	red alder
28	3679	French	aulne rouge
29	803	English	alder
29	803	French	aulne
30	3682	English	green alder
30	3682	Cree	atōspīah
30	3682	Cree	atōsbīah
30	3682	Cree	atōspī
30	3682	Cree	māthatōspī
30	3682	Cree	mithkwatōspi
30	3682	Cree	miskwatōspi
30	3682	Cree	mihkwatōspi
31	3681	English	green alder
31	3681	French	aulne crispé
31	3681	Chipewyan	k'áilisën
31	3681	Cree	māthatō(h)spī
31	3681	Montagnais	shakâu tshîtshue
31	3681	Dene	k'oh
32		English	fly agaric
32		French	amanite tue-mouche
33	8617	English	Saskatoon serviceberry
33	8617	English	juneberry
33	8617	French	amélanchier à feuilles d'aulne
33	8617	French	petites poires
33	8617	Cree	misaskatoomena
33	8617	Cree	misakwatōminatik
33	8617	Cree	msāskwatuwmin
33	8617	Cree	saskwatoomina
33	8617	Cree	saskwatōmin
33	8617	Dene	k'ęàjie
34	8619	English	Bartram's shadbush
34	8619	French	amélanchier
34	8619	French	de Bartram
34	8619	Montagnais	atûminânakashî
35	8620	English	shadbush
35	8620	English	serviceberry
35	8620	French	amélanchier du Canada
35	8620	Ojibwa	gizigwa'komĭnaga'wûnj
36	8622	English	smooth juneberry
36	8622	English	glabrous shadbush
36	8622	English	
36	8622	French	amélanchier glabre
36	8622	French	petites poires
36	8622	Ojibwa	goziga'gominaga'wûnj
37	5620	English	leadplant
37	5620	French	faux indigo
37	5620	Ojibwa	we'abŏnag'kak
38	16140	English	hogpeanut
38	16140	French	amphicarpe bractéolée
39	2797	English	pearly overlasting
39	2797	French	anaphale marguerite
39	2797	French	immortelle
39	2797	Ojibwa	wa'bigwûn
39	2797	Ojibwa	basi'bagûk
39	2797	Atikamekw	kawapukanik
40	5486	English	glaucous-leaved bog rosemary
40	5486	French	andromède glauque
40	5486	Cree	kakouboushk
41	7401	English	northern fairy-candelabra
41	7401	French	androsace septentrionale
42	8349	English	big bluestem
42	8349	French	barbon de Gérard
42	8349	Ojibwa	mûckode'kanĕs
43	8419	English	Canadian anemone
43	8419	French	anémone du Canada
43	8419	Ojibwa	wabesgung
43	8419	Ojibwa	mîdewidji'bîk
44	8420	English	thimble-weed
44	8420	French	anémone cylindrique
44	8420	Ojibwa	gande gwa'sonînke'
45	8426	English	wind-flower
45	8426	French	anémone multifide
46	822	English	anemone
46	822	French	anémone
46	822	Ojibwa	wisŏg'ibŏk'
47	2813	English	lesser cat's-foot
47	2813	French	antennaire néodioïque
47	2813	French	immortelle
47	2813	Ojibwa	gagîge'bûg
48	2823	English	lesser pussytoes
48	2823	French	antennaire négligée
48	2823	Ojibwa	gagîge'bûg
49	2828	English	woman's tobacco
49	2828	French	antennaire à feuilles de plantain
50	2659	English	spreading dogbane
50	2659	French	apocyn à feuilles d'androsème
50	2659	French	herbe à puce
50	2659	French	gobe-mouches
50	2659	Cree	tōtōsāpowask
50	2659	Ojibwa	ma'kwona'gĭc odji'bĭk
50	2659	Ojibwa	wesa'wûckwûn
50	2659	Ojibwa	sasa'bikwan
51	2662	English	Indian hemp
51	2662	French	apocyn chanvrin
52	8444	English	wild columbine
52	8444	French	ancolie du Canada
53	2683	English	bristly sarsaparilla
53	2683	English	dwarf-elder
53	2683	French	aralie hispide
53	2683	French	salsepareille
53	2683	Montagnais	nishitshikâta
54	2684	English	wild sarsaparilla
54	2684	French	aralie à tige nue
54	2684	French	salsepareille
54	2684	Ojibwa	ba-gwa-nan
54	2684	Ojibwa	wabos'odji'bĭk
54	2684	Ojibwa	bebamabi'k
54	2684	Cree	wāposōcēpīhk
54	2684	Cree	wāposocīpihk
54	2684	Cree	wāpōsogībī
54	2684	Chipewyan	gajíé
54	2684	Atikamekw	wapacak
54	2684	Abenaki	saçat'sek
54	2684	Abenaki	sasôgsek
55	2686	English	spikenard
55	2686	English	petty morel
55	2686	English	life-of-man
55	2686	French	aralie à grappes
55	2686	French	grande salsepareille
55	2686	French	anis sauvage
55	2686	Ojibwa	či-kadak
55	2686	Ojibwa	o'kadak'
55	2686	Malecite	skidjinawi'widjp'k'
56	2847	English	burdock
56	2847	French	bardane majeure
57	2848	English	burdock
57	2848	French	bardane mineure
57	2848	Ojibwa	wi'sûgibûg'
57	2848	Ojibwa	gi'masan
57	2848	Ojibwa	wi'sûgibûg
57	2848	Abenaki	saga'dabohag
57	2848	Abenaki	oné'bag
58	15868	English	alpine bearberry
58	15868	French	busserole alpine
58	15868	Ojibwa	sah-gah-go-me-nah-gah-shen
58	15868	Ojibwa	bi-gwa-dji-mi-squa-bimag
59	5492	English	bearberry
59	5492	French	raisin d'ours
59	5492	Algonquian	kinnikinnick
59	5492	Cree	āchiygasipuk
59	5492	Cree	muskimina
59	5492	Cree	muskominanatik
59	5492	Cree	pithīkōmin
59	5492	Cree	kinnikinick
59	5492	Chipewyan	dé(lh)ni
59	5492	Ojibwa	saga'komĭnagûnj'
59	5492	Ojibwa	me-squah-be-mag
60	2674	English	Indian turnip
60	2674	English	jack-in-the-pulpit
60	2674	French	petit prêcheur
60	2674	Malecite	pogdjinsgwewiwazis
60	2674	Mi'kmaq	sag-a-ba
60	2674	Ojibwa	caca'gomîn
61		English	virginia snake-root
61		French	serpentaire de Virginie
62	2853	English	alpine arnica
62	2853	French	arnica à feuilles étroites
62	2853	Dene	at'an tsoo
63	2878	English	wormwood
63	2878	French	armoise absinthe
63	2878	Ojibwa	muse'odji'bĭk
64	2885	English	field sagewort
64	2885	French	armoise rouge
64	2885	French	aurone sauvage
64	2885	Chipewyan	denek'áze'eya(ha)naidíé
65	2890	English	fuzzy weed
65	2890	English	dragon wormwood
65	2890	French	estragon
65	2890	Ojibwa	ba'sibûgûk'
65	2890	Ojibwa	o'gima'wûck
66	2891	English	prairie sagebrush
66	2891	English	wild sage
66	2891	English	pasture sage
66	2891	English	fringed sagewort
66	2891	French	armoise douce
66	2891	Cree	mostosowehkuskwa
66	2891	Cree	moostooswehkuskwa
66	2891	Cree	mōstōsowīkask
66	2891	Ojibwa	bi'jikiwĭn'gûck
67	2902	English	white mugwort
67	2902	French	armoise de Louisiane
67	2902	Ojibwa	nokwe'jigûn
68	2905	English	mountain sagewort
68	2905	English	arctic wormwood
68	2905	French	armoise saxatile
69	2912	English	Tilesius wormwood
69	2912	French	armoise de Tilesius
69	2912	Dene	gyùu tsanh
70	2698	English	wild ginger
70	2698	French	asaret du Canada
70	2698	French	gingembre sauvage
70	2698	Malecite	dagmigwe-al
70	2698	Ojibwa	agabwen
70	2698	Ojibwa	name'pîn
70	2698	Abenaki	alna'badipwa'beule
71	2711	English	milkweed
71	2711	French	asclépiade commune
71	2711	French	petits cochons
71	2711	Ojibwa	inĭ'nĭwûnj
71	2711	Ojibwa	cabo'sîkûn
72	2713	English	butterfly milkweed
72	2713	English	pleurisy root
72	2713	French	asclépiade tubéreuse
73		English	shield fern
73		French	dryoptère à crêtes
73		Ojibwa	ana'ganûck
74	5633	English	American milk-vetch
74	5633	English	rattle-pod
74	5633	French	astragale d'Amérique
74	5633	Cree	kāsīsīkwānīpathisihk
75	5650	English	ground plum
75	5650	French	astragale graines-de-boeuf
75	5650	Ojibwa	bi'jikiwi'bûgesan
76	5373	English	common ladyfern
76	5373	French	athyrium fougère-femelle
76	5373	Ojibwa	a'sawan
76	5373	Ojibwa	ana'ganûck
77	5698	English	black root
77	5698	English	wild indigo
77	5698	French	baptisie des teinturiers
77	5698	Cree	chepatakwawutupe
78	3667	English	barberry
78	3667	French	berbéris vulgaire
78	3667	French	épine-vinette
79	3685	English	yellow birch
79	3685	French	bouleau jaune
79	3685	French	merisier
79	3685	Innu	wilen
80	3687	English	glandular birch
80	3687	English	dwarf birch
80	3687	French	bouleau glanduleux
80	3687	Dene	huu t'an
80	3687	Chipewyan	ínt'ánbandhaze
81	3689	English	black birch
81	3689	French	bouleau flexible
81	3689	French	merisier rouge
81	3689		winsik
81	3689		kade-wigwas
82	3693	English	bog birch
82	3693	English	dwarf birch
82	3693	English	glandular birch
82	3693	French	boleau nain
82	3693	French	bouleau de savane
83	3692	English	dwafr birch
83	3692	French	bouleau grêle
83	3692	Ojibwa	wi'umis'sik
84	3695	English	Alaska paper birch
84	3695	English	white birch
84	3695	French	bouleau d'Alaska
84	3695	Chipewyan	k'i
85		English	black birch
85		French	bouleau noir
86	3697	English	paper birch
86	3697	English	white birch
86	3697	French	bouleau à papier
86	3697	French	bouleau blanc
86	3697	Cree	wuskwi-atik
86	3697	Cree	wāskwayahtik
86	3697	Cree	wasgwah
86	3697	Cree	waskwaha
86	3697	Cree	wāskwāh
86	3697	Cree	waskway
86	3697	Cree	owkimawa(h)tik
86	3697	Chipewyan	k'i
86	3697	Malecite	maskwe'nos
86	3697	Ojibwa	wi'gwasa'tĭg
86	3697	Montagnais	uâshkuai
86	3697	Dene	aat'oo
86	3697	Dene	k' i
87	3701	English	downy birch
87	3701	French	bouleau pubescent
87	3701	Cree	wuskwi
87	3701	Ojibwa	wîgwas
88	3703	English	low birch
88	3703	French	bouleau glandulifère
88	3703	Ojibwa	bîne'mîcins
88	3703	Chipewyan	ínt'ánbandhaze
89	6973	English	northern groundcone
89	6973	French	boschniakie de Russie
89	6973	Dene	du'iinahshèe
90	3868	English	rattlesnake fern
90	3868	English	Virginia grape fern
90	3868	French	botryche de Virginie
90	3868	Ojibwa	ozaga'tigŭm
90	3868	Ojibwa	gîckênsîne'namûkûk
91	911	English	mustard
92	2677	English	water arum
92	2677	French	calla des marais
92	2677	Cree	ōcicākokātask
92	2677	Montagnais	ûshteshu
93	8452	English	marsh marigold
93	8452	French	populage des marais
93	8452	Ojibwa	o'git'bûg
93	8452	Ojibwa	mingde-beguk
94		English	giant puffball
94		French	vesse-de-loup crâniforme
94		Ojibwa	oskwe'tûk
95	4171	English	harebell
95	4171	English	bluebell
95	4171	French	campanule à feuilles rondes
95	4171	Cree	kuskwasonapiskos
95	4171	Cree	sewayonakunis
95	4171	Cree	mitīhīmaskīhkīh
95	4171	Chipewyan	degaimaribet'ánchayé
95	4171	Ojibwa	mekminswan
95	4171	Ojibwa	zi'gĭnĭ'ce
95	4171	Ojibwa	adota'gons
96	3943	English	shepherd's purse
96	3943	French	capselle bourse-à-pasteur
96	3943	Ojibwa	ĭ'ckode'wadji'bĭk
97	3951	English	toothwort
97	3951	English	pepper-root
97	3951	French	dentaire à deux feuilles
97	3951	French	snicroûte
97	3951	French	carcajou
97	3951	Malecite	ka'djiwuk
98	4742	English	sedge
98	4742	French	carex aquatique
98	4742	Chipewyan	tlh'oghtsëné
99	2551	English	caraway
99	2551	French	carvi commun
99	2551	French	anis
99	2551	French	
99	2551	Cree	sīcisis
99	2551	Cree	iskotawutupe
100	6235	English	bitternut hickory
100	6235	French	caryer cordiforme
100	6235	French	noyer amer
101	6237	English	shellbark hickory
101	6237	French	caryer lacinié
102	6239	English	shagbark hickory
102	6239	French	caryer ovale
102	6239	French	noyer tendre
103	6981	English	scarlet paintbrush
103	6981	English	Indian paintbrush
103	6981	French	castilléjie écarlate
103	6981	Ojibwa	wĭnabojo'noko'mĭs wi'nĭzĭsûn'
104	6991	English	great red paintbrush
104	6991	English	Indian paintbrush
104	6991	English	painted-cup
104	6991	French	castilléjie rougeâtre
105	3670	English	blue cohosh
105	3670	French	caulophylle faux-pigamon
105	3670	Cree	iskwawutupe
105	3670	Ojibwa	be'cigodji'bigûk
105	3670	Ojibwa	oci'gîmîc
106	8587	English	New Jersey tea
106	8587	French	céanothus d'Amérique
106	8587	Ojibwa	kadegimnedu
106	8587	Ojibwa	konjibik
107	8588	English	New Jersey tea
107	8588	French	céanothus à feuilles ovées
107	8588	Ojibwa	odiga'dimanido'
108	4449	English	bitter-sweet
108	4449	French	célastre grimpant
108	4449	French	bourreau des arbres
108	4449	Ojibwa	bima'kwûd
108	4449	Ojibwa	manîdobima'kwit
109		English	lichen
109		French	lichen d'Islande
110		English	white cedar
110		French	cèdre blanc de l'Atlantique
110		Ojibwa	gī'zhik
111	5504	English	leatherleaf
111	5504	French	faux bleuet
111	5504	French	cassandre caliculé
111	5504	Montagnais	matshikîsha
112	6740	English	fireweed
112	6740	English	willow herb
112	6740	French	épilobe à feuilles étroites
112	6740	French	bouquets rouges
112	6740	Cree	hapaskwa
112	6740	Cree	askapask
112	6740	Cree	athkāpask
112	6740	Cree	ākāpuskwah
112	6740	Cree	liy(h)kāpusk
112	6740	Ojibwa	oja'cidji'bĭk
112	6740	Atikamekw	kapamastak
112	6740	Dene	tlitl'echi
112	6740	Chipewyan	góndhi'elé
113	6744	English	river beauty
113	6744	English	dwarf fireweed
113	6744	French	épilobe à feuilles larges
113	6744	Dene	tlitl'echi
114	7220	English	white turtle head
114	7220	French	tête de tortue
114	7220	French	galane glâbre
114	7220	Malecite	athozis wiwsnia'ginol
115	4493	English	lamb's quarters
115	4493	French	chénopode blanc
115	4493	French	chou gras
115	4493	Cree	wīthiniwpakwātik
116	14747	English	American wormseed
116	14747	French	chénopode fausse-ambroisie
117	5508	English	prince's pine
117	5508	English	pipsissewa
117	5508	French	chimaphile à ombelles
117	5508	French	herbe à peigne
117	5508	Cree	amiskwāthōwipak
117	5508	Malecite	k'agegiga'kil
117	5508	Ojibwa	yaskopteg
117	5508	Ojibwa	ga'gîge'bûg
117	5508	Abenaki	jabak
118	2557	English	Douglas' water-hemlock
118	2557	English	western water-hemlock
118	2557	French	cicutaire pourpre
119	2559	English	waterhemlock
119	2559	French	cicutaire maculée
119	2559	French	carotte à Moreau
119	2559	Cree	maciskatask
119	2559	Ojibwa	apagwasî'gons
120	2988	English	Canada thistle
120	2988	French	chardon des champs
120	2988	Cree	kaminakuse
120	2988	Cree	kaweminukuse
120	2988	Ojibwa	masa'nûck
120	2988	Abenaki	kon'hizak
121	2990	English	common thistle
121	2990	French	chardon discolore
121	2990	Cree	kee-poo-cus-i-cun
122	999	English	thistle
122	999	French	chardon
122	999	Ojibwa	ma'zana'tĭg
123	3006	English	common thistle
123	3006	French	chardon vulgaire
123	3006	French	piqueux
123	3006	Ojibwa	ji'masa'nûck
124		English	reindeer lichen
124		French	lichen à caribou
124		French	mousse à caribou
124		Cree	wāpiskastaskamihk
124		Cree	atikōmīciwin
125		English	greygreen reindeer lichen
125		French	lichen à caribou
125		French	mousse à caribou
125		Cree	whapskumuk
125		Cree	epshatuk
126	6513	English	corn-lily
126	6513	English	bluebead lily
126	6513	French	clintonie boréale
126	6513	Ojibwa	gînose'wîbûg
126	6513	Atikamekw	sestedomanuk
126	6513	Atikamekw	skaskataminask
126	6513	Montagnais	tshîtshue atâpukuat
127	6514	English	single-flowered clintonia
127	6514	English	Queens cup
127	6514	English	bride's bonnet
127	6514	French	clintonie uniflore
128	8643	English	marsh five-finger
128	8643	French	potentille palustre
128	8643	Ojibwa	beba'akwûndek
128	8643	Ojibwa	bĭne'bûg
129	6678	English	sweet fern
129	6678	English	ant wood
129	6678	French	comptonie voyageuse
129	6678	Chippewa	kba'agne-mins
129	6678	Malecite	eninigsomo'zil
129	6678	Ojibwa	kba'agne-minš
129	6678	Ojibwa	gibaime'nûna'gwûs
130	2564	English	Chinese hemlockparsley
130	2564	French	coniosélinum de Genesee
131	8471	English	golden thread
131	8471	French	coptide du Groenland
131	8471	French	savoyane
131	8471	Malecite	wizauke'skil
131	8471	Montagnais/Innu	wi'ca'uckomuk
131	8471	Montagnais/Innu	uîshakâshkamuku
131	8471	Abenaki	wijô'wapap'kôs
131	8471	Atikamekw	osawskamikwapi
131	8471	Ojibwa	wesa wa'nikwe'ak
131	8471	Ojibwa	oza'widji'bĭg
132	4641	English	dogwood
132	4641	French	cornouiller à feuilles alternes
132	4641	Ojibwa	muns-mins
132	4641	Ojibwa	moso'mîc
132	4641	Ojibwa	muj'omĭj'
133	4644	English	bunch berry
133	4644	English	dogwood
133	4644	English	dwarf cornel
133	4644	English	pigeonberry
133	4644	French	cornouiller du Canada
133	4644	French	quatre-temps
133	4644	French	rougets
133	4644	Ojibwa	ode'imînîdji'bîk
133	4644	Abenaki	patkéna'houk
133	4644	Atikamekw	saguminan
133	4644	Montagnais	shâshâkuminânakashî
133	4644	Innu	nekutsahemen
134	4646	English	flowering dogwood
134	4646	French	cornouiller fleuri
134	4646	Chippewa	nemwatik
135		English	stiff dogwood
136	14857	English	panicled dogwood
136	14857	French	cornouiller à grappes
136	14857	Ojibwa	meskwabi'mîc
137		English	red-osier dogwood
137		English	red willow
137		French	cornouiller stolonifère
137		French	hart rouge
137		Cree	mehkwa pemakwa
137		Cree	mikwapamuk
137		Cree	mīhkwa pēmakwa
137		Cree	mīkōbīmāka
137		Cree	mikwanbimaka
137		Cree	mikwapimakwah
137		Cree	mithkwāpīmak
137		Cree	miskwāpīmak
137		Cree	mi(h)kwapiymak
137		Cree	mikwa piskaw
137		Cree	nipsiy wasaskwetow
137		Cree	pīmīhkwāhtik
137		Cree	mīhkwanīpisīya
137		Cree	mikobimuk
137		Chipewyan	k'áik'ozé
137		Ojibwa	meskwabi-mins
137		Ojibwa	mĭs'kwabi'mĭc
137		Malecite	nespipam'k'
137		Abenaki	mamkawa'kousek
137		Montagnais	mîkuâpemuku
138	1037	English	willow
138	1037	English	dogwood
138	1037	French	cornouiller
139	7091	English	golden corydalis
139	7091	French	corydale dorée
139	7091	Ojibwa	tîpotîe'kwason
140	3721	English	American hazelnut
140	3721	French	noisetier d'Amérique
140	3721	Ojibwa	mûkwobaga'nak
141	3724	English	beaked hazelnut
141	3724	French	noisetier à long bec
141	3724	Ojibwa	bagan'
141	3724	Ojibwa	baga'nak
141	3724	Atikamekw	pakanatuk
142	1047	English	hawthorn
142	1047	French	aubépine
142	1047	Chippewa	minesgan-wins
142	1047	Chippewa	mînesaga'wûnj
143		English	squash
143		French	courge
143		Ojibwa	ogwîssi'maun o'wasokwûne'k
144	3761	English	hound's tongue
144	3761	French	cynoglosse boréal
144	3761	Ojibwa	masa'n
145	6854	English	lady'slipper
145	6854	English	moccasin flower
145	6854	English	nerve root
145	6854	French	cypripède acaule
145	6854	French	sabot de la vierge
145	6854	Atikamekw	kamidjetotapi
145	6854	Ojibwa	ago'biso'wĭn
146	6861	English	ladyslipper
146	6861	French	cypripède jaune
146	6861	Ojibwa	ma'kasîn
147	6864	English	showy lady's slipper
147	6864	French	cypripède royal
148	6842	English	rein orchis
148	6842	French	habénaire à longues bractées
148	6842	Ojibwa	goko'cgûnda mînêskwe'mîn
149	5714	English	purple prairie-clover
149	5714	French	dalée violette
149	5714	Ojibwa	ba'sibûgûk'
150	20022	English	shrubby cinquefoil
150	20022	French	potentille frutescente
151	8481	English	tall larkspur
151	8481	French	pied-d'alouette glauque
152	4199	English	bush honeysuckle
152	4199	French	dièreville chèvrefeuille
152	4199	French	herbe bleue
152	4199	Ojibwa	wežauškwagmik
152	4199	Ojibwa	osawa'skanet
152	4199	Cree	maskōcīpihk
152	4199	Atikamekw	asasunatuk
153	9413	English	moosewood
153	9413	English	leatherwood
153	9413	English	wicopy
153	9413	English	rope-bark
153	9413	French	dirca des marais
153	9413	French	bois de plomb
153	9413	Ojibwa	djibe'gûb
154	5387	English	spinulose shield fern
154	5387	French	dryoptère spinuleuse
154	5387	Cree	ku(h)kuguwpuk
155	5391	English	spreading wood fern
155	5391	French	dryoptère dressée
156	5400	English	marginal shield fern
156	5400	French	dryoptère à sores marginaux
156	5400	French	dryoptéride marginale
157	1112	English	fern
157	1112	French	dryoptère
157	1112	French	dryoptéride
157	1112	Montagnais	uîshakâtshâkuat
158	4696	English	wild balsam-apple
158	4696	French	échinocystis lobé
158	4696	French	concombre sauvage
158	4696	Ojibwa	nîgîtîni'gûnûk
159		English	Indian paint fungus
159		Cree	meah-kis-igun
160	5514	English	crowberry
160	5514	English	curlewberry
160	5514	French	camarine noire
160	5514	French	graines noires
160	5514	Cree	askīmināsiht
160	5514	Cree	ebshjimend
160	5514	Dene	dineech'ùh
161	5516	English	trailing arbutus
161	5516	English	mayflower
161	5516	French	épigée rampante
161	5516	French	fleur de mai
162	5466	English	horsetail
162	5466	French	prêle des champs
162	5466	French	queue de renard
162	5466	Cree	mistatimosoy
162	5466	Cree	okotāwask
162	5466	Cree	enskowusk
162	5466	Cree	kiychiwiykusk
162	5466	Ojibwa	jasibonskok
162	5466	Ojibwa	gîji'bînûsk
162	5466	Dene	kheh dyè'
163	5469	English	scouring rush
163	5469	English	horsetail
163	5469	French	prêle d'hiver
163	5469	Ojibwa	gijib'inûskon'
164	5471	English	marsh horsetail
164	5471	French	prêle des marais
165	5472	English	common horsetail
165	5472	French	prêle des prés
165	5472	Ojibwa	wishgobidjibik
166	5474	English	horsetail
166	5474	French	prêle des bois
166	5474	Cree	mistatimosoy
166	5474	Cree	okotāwask
166	5474	Cree	enskowusk
166	5474	Cree	kiychiwiykusk
166	5474	Ojibwa	siba'mûckûn
167	3010	English	Canadian horseweed
167	3010	French	érigéron du Canada
167	3010	Ojibwa	gababi'kwûna'tĭg
168	3112	English	Philadelphia fleabane
168	3112	French	érigéron de Philadelphie
168	3112	Ojibwa	mîcaogacan
169	1149	English	Canada fleabane
170	3127	English	daisy fleahane
170	3127	French	érigéron hispide
170	3127	Ojibwa	nokwe'sîgûn
171	1152	English	cotton grass
171	1152	French	linaigrette
172	2575	English	button snakeroot
172	2575	French	panicaut aquatique
173	4043	English	wormseed mustard
173	4043	French	vélar giroflée
173	4043	French	herbe au chantre
173	4043	Ojibwa	o'zawa'bigwûn
174	23325	English	joe-pye-weed
174	23325	French	eupatoire maculée
174	23325	Ojibwa	me'skwana'k bû'giso'wĭn
175	3144	English	thoroughwort
175	3144	English	common boneset
175	3144	French	eupatoire perfoliée
175	3144	French	herbe à souder
175	3144	Ojibwa	siabuksing
175	3144	Ojibwa	sasabwaksing
175	3144	Ojibwa	niya'wibûkûk'
175	3144	Abenaki	maladag'kwinbisoun
176	23326	English	joe-pye weed
176	23326	French	eupatoire pourpre
176	23326	Ojibwa	biaskagemesek
177	5603	English	flowering spurge
177	5603	French	euphorbe pétaloïde
177	5603	Ojibwa	cabosî'kûn
177	5603	Ojibwa	
178	1164	English	spurge
178	1164	French	euphorbe
179	3149	English	large-leaved aster
179	3149	French	aster à grandes feuilles
179	3149	French	pétouane
179	3149	Ojibwa	naskosi'îcûs
180	3157	English	grass leaf goldenrod
180	3157	French	verge d'or graminifoliée
180	3157	Ojibwa	wasa'waskwûne'k
181		English	spruce moss
181		Chipewyan	k'itsanjú
182	5957	English	beech
